movieId,title,genres,actors,rating
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,"Johnny Depp, Meryl Streep",3.3
915,Sabrina (1954),Comedy|Romance,Brad Pitt,9.7
916,Roman Holiday (1953),Comedy|Drama|Romance,"Tom Hanks, Robert De Niro",6.2
917,"Little Princess, The (1939)",Children|Drama,"Denzel Washington, Tom Cruise",7.2
918,Meet Me in St. Louis (1944),Musical,"Audrey Hepburn, Tom Cruise, Scarlett Johansson",5.5
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,"Johnny Depp, Tom Cruise",8.7
920,Gone with the Wind (1939),Drama|Romance|War,"Tom Cruise, Clint Eastwood, Tom Hanks",7.3
921,My Favorite Year (1982),Comedy,"Brad Pitt, Scarlett Johansson, Clint Eastwood",3.7
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,"Al Pacino, Morgan Freeman, Emma Watson",3.3
923,Citizen Kane (1941),Drama|Mystery,Audrey Hepburn,8.4
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,Al Pacino,6.3
925,Golden Earrings (1947),Adventure|Romance|War,"Brad Pitt, Leonardo DiCaprio",8.0
926,All About Eve (1950),Drama,"Tom Hanks, Scarlett Johansson, Steven Spielberg",8.3
927,"Women, The (1939)",Comedy,"Al Pacino, Jack Nicholson",4.7
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,"Meryl Streep, Morgan Freeman, Tom Cruise",9.1
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,"Tom Cruise, Brad Pitt",3.4
930,Notorious (1946),Film-Noir|Romance|Thriller,"Robert De Niro, Jack Nicholson",5.9
931,Spellbound (1945),Mystery|Romance|Thriller,Emma Watson,4.0
932,"Affair to Remember, An (1957)",Drama|Romance,"Johnny Depp, Audrey Hepburn, Christopher Nolan",8.1
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,"Al Pacino, Christopher Nolan, Martin Scorsese",8.0
934,Father of the Bride (1950),Comedy,"Steven Spielberg, Audrey Hepburn, Robert De Niro",7.5
935,"Band Wagon, The (1953)",Comedy|Musical,"Meryl Streep, Brad Pitt",9.6
936,Ninotchka (1939),Comedy|Romance,"Denzel Washington, Meryl Streep",7.3
937,Love in the Afternoon (1957),Comedy|Romance,"Steven Spielberg, Scarlett Johansson, Emma Watson",9.1
938,Gigi (1958),Musical,Brad Pitt,8.5
939,"Reluctant Debutante, The (1958)",Comedy|Drama,"Leonardo DiCaprio, Jack Nicholson",6.2
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,Denzel Washington,7.0
941,"Mark of Zorro, The (1940)",Adventure,Brad Pitt,4.2
942,Laura (1944),Crime|Film-Noir|Mystery,"Johnny Depp, Angelina Jolie, Brad Pitt",6.1
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,Al Pacino,3.5
944,Lost Horizon (1937),Drama,"Clint Eastwood, Christopher Nolan, Leonardo DiCaprio",9.0
945,Top Hat (1935),Comedy|Musical|Romance,Brad Pitt,9.1
946,To Be or Not to Be (1942),Comedy|Drama|War,Steven Spielberg,8.1
947,My Man Godfrey (1936),Comedy|Romance,"Tom Hanks, Christopher Nolan, Angelina Jolie",6.6
948,Giant (1956),Drama|Romance|Western,"Robert De Niro, Morgan Freeman, Johnny Depp",7.5
949,East of Eden (1955),Drama,"Christopher Nolan, Clint Eastwood, Steven Spielberg",6.6
950,"Thin Man, The (1934)",Comedy|Crime,Denzel Washington,5.7
951,His Girl Friday (1940),Comedy|Romance,"Martin Scorsese, Robert De Niro, Denzel Washington",4.5
952,Around the World in 80 Days (1956),Adventure|Comedy,"Christopher Nolan, Al Pacino",9.2
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,"Jack Nicholson, Johnny Depp, Martin Scorsese",8.2
954,Mr. Smith Goes to Washington (1939),Drama,Jennifer Lawrence,7.5
955,Bringing Up Baby (1938),Comedy|Romance,Tom Cruise,5.6
956,Penny Serenade (1941),Drama|Romance,Emma Watson,3.8
957,"Scarlet Letter, The (1926)",Drama,"Clint Eastwood, Morgan Freeman",5.4
958,Lady of Burlesque (1943),Comedy|Mystery,Leonardo DiCaprio,9.1
959,Of Human Bondage (1934),Drama,"Tom Hanks, Leonardo DiCaprio, Angelina Jolie",4.2
960,Angel on My Shoulder (1946),Crime|Drama,"Johnny Depp, Tom Cruise",8.0
961,Little Lord Fauntleroy (1936),Drama,"Martin Scorsese, Emma Watson, Jack Nicholson",9.4
962,They Made Me a Criminal (1939),Crime|Drama,"Emma Watson, Tom Hanks",3.8
963,"Inspector General, The (1949)",Musical,"Christopher Nolan, Scarlett Johansson",9.9
964,Angel and the Badman (1947),Romance|Western,"Meryl Streep, Leonardo DiCaprio",9.7
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,Morgan Freeman,5.1
966,A Walk in the Sun (1945),Drama|War,"Leonardo DiCaprio, Jennifer Lawrence",5.0
967,"Outlaw, The (1943)",Western,"Al Pacino, Emma Watson",5.6
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,"Denzel Washington, Morgan Freeman",5.1
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,Clint Eastwood,9.6
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,"Emma Watson, Johnny Depp",5.1
971,Cat on a Hot Tin Roof (1958),Drama,"Robert De Niro, Leonardo DiCaprio, Tom Cruise",6.9
972,"Last Time I Saw Paris, The (1954)",Drama,Audrey Hepburn,7.8
973,Meet John Doe (1941),Comedy|Drama,Jennifer Lawrence,3.1
974,Algiers (1938),Drama|Romance,"Audrey Hepburn, Clint Eastwood",7.9
975,Something to Sing About (1937),Comedy|Musical,"Denzel Washington, Clint Eastwood",7.7
976,"Farewell to Arms, A (1932)",Romance|War,"Christopher Nolan, Morgan Freeman",4.6
977,Moonlight Murder (1936),Mystery,Clint Eastwood,3.1
979,Nothing Personal (1995),Drama|War,"Emma Watson, Jack Nicholson, Steven Spielberg",6.0
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie) (1985)",Action,"Angelina Jolie, Jennifer Lawrence",7.0
981,Dangerous Ground (1997),Drama,"Tom Cruise, Brad Pitt",3.2
982,Picnic (1955),Drama,"Jennifer Lawrence, Al Pacino",9.7
983,Madagascar Skin (1995),Romance,Johnny Depp,9.8
984,"Pompatus of Love, The (1996)",Comedy|Drama,"Steven Spielberg, Denzel Washington",8.8
985,Small Wonders (1995),Documentary,"Angelina Jolie, Christopher Nolan",5.2
986,Fly Away Home (1996),Adventure|Children,Clint Eastwood,4.5
987,Bliss (1997),Drama|Romance,Scarlett Johansson,8.1
988,Grace of My Heart (1996),Comedy|Drama,Meryl Streep,5.7
989,Brother of Sleep (Schlafes Bruder) (1995),Drama,"Steven Spielberg, Al Pacino",8.8
990,Maximum Risk (1996),Action|Adventure|Thriller,"Leonardo DiCaprio, Tom Hanks, Christopher Nolan",4.8
991,Michael Collins (1996),Drama,Meryl Streep,5.7
992,"Rich Man's Wife, The (1996)",Thriller,"Robert De Niro, Johnny Depp, Emma Watson",5.1
993,Infinity (1996),Drama,"Scarlett Johansson, Clint Eastwood",6.1
994,Big Night (1996),Comedy|Drama,"Scarlett Johansson, Johnny Depp, Emma Watson",7.6
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,"Morgan Freeman, Meryl Streep",6.5
997,Caught (1996),Drama|Thriller,"Angelina Jolie, Martin Scorsese, Robert De Niro",4.6
998,Set It Off (1996),Action|Crime,"Emma Watson, Meryl Streep",7.5
999,2 Days in the Valley (1996),Crime|Film-Noir,"Leonardo DiCaprio, Tom Hanks",3.3
1000,Curdled (1996),Crime,"Tom Hanks, Jack Nicholson",6.2
1001,"Associate, The (Associé, L') (1979)",Comedy,"Denzel Washington, Martin Scorsese",8.6
1002,Ed's Next Move (1996),Comedy|Romance,"Tom Cruise, Al Pacino, Christopher Nolan",4.0
1003,Extreme Measures (1996),Drama|Thriller,Steven Spielberg,3.4
1004,"Glimmer Man, The (1996)",Action|Thriller,Johnny Depp,3.4
1005,D3: The Mighty Ducks (1996),Children|Comedy,"Angelina Jolie, Denzel Washington, Brad Pitt",9.1
1006,"Chamber, The (1996)",Drama,"Martin Scorsese, Jennifer Lawrence, Denzel Washington",4.2
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,"Clint Eastwood, Angelina Jolie, Leonardo DiCaprio",4.2
1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,Jack Nicholson,9.0
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,"Jack Nicholson, Clint Eastwood",8.5
1010,"Love Bug, The (1969)",Children|Comedy,"Christopher Nolan, Tom Hanks",8.7
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,"Tom Hanks, Tom Cruise",5.5
1012,Old Yeller (1957),Children|Drama,Johnny Depp,8.1
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,"Christopher Nolan, Martin Scorsese",5.4
1014,Pollyanna (1960),Children|Comedy|Drama,Al Pacino,8.1
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,"Al Pacino, Emma Watson, Meryl Streep",4.3
1016,"Shaggy Dog, The (1959)",Children|Comedy,Steven Spielberg,4.7
1017,Swiss Family Robinson (1960),Adventure|Children,Al Pacino,5.6
1018,That Darn Cat! (1965),Children|Comedy|Mystery,"Angelina Jolie, Clint Eastwood, Martin Scorsese",4.4
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,"Angelina Jolie, Clint Eastwood, Tom Cruise",7.1
1020,Cool Runnings (1993),Comedy,"Denzel Washington, Robert De Niro",5.6
1021,Angels in the Outfield (1994),Children|Comedy,Jack Nicholson,4.7
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,"Emma Watson, Steven Spielberg",9.5
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,Robert De Niro,9.6
1024,"Three Caballeros, The (1945)",Animation|Children|Musical,"Denzel Washington, Tom Cruise",3.5
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,"Robert De Niro, Tom Hanks",4.1
1026,So Dear to My Heart (1949),Children|Drama,"Christopher Nolan, Tom Hanks",3.3
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,"Jennifer Lawrence, Meryl Streep",5.4
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,Al Pacino,6.2
1029,Dumbo (1941),Animation|Children|Drama|Musical,"Leonardo DiCaprio, Al Pacino",9.1
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,"Tom Hanks, Scarlett Johansson, Emma Watson",3.1
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,Johnny Depp,8.6
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,"Angelina Jolie, Scarlett Johansson, Emma Watson",5.5
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,"Jennifer Lawrence, Martin Scorsese",7.1
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,"Johnny Depp, Audrey Hepburn",6.2
1035,"Sound of Music, The (1965)",Musical|Romance,"Leonardo DiCaprio, Meryl Streep",6.6
1036,Die Hard (1988),Action|Crime|Thriller,"Morgan Freeman, Jack Nicholson",9.8
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,"Jack Nicholson, Meryl Streep",8.2
1038,Unhook the Stars (1996),Drama,Angelina Jolie,5.6
1039,Synthetic Pleasures (1995),Documentary,Tom Hanks,3.7
1040,"Secret Agent, The (1996)",Drama,"Christopher Nolan, Al Pacino, Robert De Niro",4.5
1041,Secrets & Lies (1996),Drama,"Scarlett Johansson, Leonardo DiCaprio",9.0
1042,That Thing You Do! (1996),Comedy|Drama,Denzel Washington,9.2
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,"Al Pacino, Morgan Freeman, Tom Hanks",5.4
1044,Surviving Picasso (1996),Drama,"Meryl Streep, Tom Cruise",4.4
1045,Love Is All There Is (1996),Comedy|Drama,Christopher Nolan,6.5
1046,Beautiful Thing (1996),Drama|Romance,"Tom Cruise, Al Pacino",5.4
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,"Jack Nicholson, Tom Cruise, Angelina Jolie",4.7
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,"Al Pacino, Tom Hanks, Jennifer Lawrence",7.7
1050,Looking for Richard (1996),Documentary|Drama,"Denzel Washington, Leonardo DiCaprio, Clint Eastwood",4.4
1051,Trees Lounge (1996),Drama,"Audrey Hepburn, Tom Hanks, Denzel Washington",6.7
1052,"Proprietor, The (1996)",Drama,"Angelina Jolie, Robert De Niro",9.7
1053,Normal Life (1996),Crime|Drama|Romance,Martin Scorsese,7.0
1054,Get on the Bus (1996),Drama,"Leonardo DiCaprio, Morgan Freeman, Johnny Depp",9.4
1055,Shadow Conspiracy (1997),Thriller,Emma Watson,5.3
1056,Jude (1996),Drama,"Brad Pitt, Denzel Washington",8.5
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,"Johnny Depp, Leonardo DiCaprio",6.7
1058,Bitter Sugar (Azúcar amarga) (1996),Drama,Morgan Freeman,3.2
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,"Martin Scorsese, Meryl Streep, Al Pacino",3.8
1060,Swingers (1996),Comedy|Drama,"Christopher Nolan, Leonardo DiCaprio",6.2
1061,Sleepers (1996),Thriller,"Christopher Nolan, Tom Hanks",5.8
1062,"Sunchaser, The (1996)",Drama,Jennifer Lawrence,8.7
1063,Johns (1996),Drama,"Leonardo DiCaprio, Martin Scorsese",9.0
1065,Five Angles on Murder (1950),Mystery,"Emma Watson, Steven Spielberg",6.7
1066,Shall We Dance (1937),Comedy|Musical|Romance,"Meryl Streep, Johnny Depp",3.8
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,"Denzel Washington, Morgan Freeman, Al Pacino",4.7
1068,Crossfire (1947),Crime|Film-Noir,"Steven Spielberg, Morgan Freeman, Tom Hanks",7.4
1069,"Murder, My Sweet (1944)",Crime|Film-Noir|Thriller,"Denzel Washington, Scarlett Johansson",8.7
1070,Macao (1952),Adventure,"Angelina Jolie, Tom Hanks, Morgan Freeman",4.3
1071,For the Moment (1994),Romance|War,"Steven Spielberg, Tom Hanks",9.0
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,"Meryl Streep, Audrey Hepburn, Johnny Depp",8.9
1075,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",Comedy|Romance,Tom Cruise,7.6
1076,"Innocents, The (1961)",Drama|Horror|Thriller,"Robert De Niro, Christopher Nolan, Morgan Freeman",3.8
1077,Sleeper (1973),Comedy|Sci-Fi,Clint Eastwood,4.2
1078,Bananas (1971),Comedy|War,Leonardo DiCaprio,5.5
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,Christopher Nolan,6.6
1080,Monty Python's Life of Brian (1979),Comedy,Martin Scorsese,4.3
1081,Victor/Victoria (1982),Comedy|Musical|Romance,"Clint Eastwood, Emma Watson",4.4
1082,"Candidate, The (1972)",Drama,Morgan Freeman,6.4
1083,"Great Race, The (1965)",Comedy|Musical,"Tom Hanks, Steven Spielberg",9.4
1084,Bonnie and Clyde (1967),Crime|Drama,"Jack Nicholson, Al Pacino",8.4
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,"Morgan Freeman, Al Pacino",5.0
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,"Brad Pitt, Denzel Washington",3.2
1087,Madame Butterfly (1995),Musical,"Jack Nicholson, Scarlett Johansson",3.4
1088,Dirty Dancing (1987),Drama|Musical|Romance,"Clint Eastwood, Tom Cruise",4.5
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,Clint Eastwood,4.4
1090,Platoon (1986),Drama|War,"Leonardo DiCaprio, Jack Nicholson",4.0
1091,Weekend at Bernie's (1989),Comedy,"Johnny Depp, Brad Pitt",9.7
1092,Basic Instinct (1992),Crime|Mystery|Thriller,"Jennifer Lawrence, Emma Watson, Steven Spielberg",7.3
1093,"Doors, The (1991)",Drama,"Scarlett Johansson, Jennifer Lawrence",6.2
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,Tom Cruise,9.2
1095,Glengarry Glen Ross (1992),Drama,Martin Scorsese,4.9
1096,Sophie's Choice (1982),Drama,Al Pacino,8.0
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,"Martin Scorsese, Robert De Niro",4.1
1098,"Search for One-eye Jimmy, The (1996)",Comedy,"Johnny Depp, Christopher Nolan",8.8
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,Johnny Depp,6.4
1100,Days of Thunder (1990),Action|Drama|Romance,Robert De Niro,5.9
1101,Top Gun (1986),Action|Romance,"Scarlett Johansson, Emma Watson",9.1
1102,American Strays (1996),Action,"Clint Eastwood, Jack Nicholson, Meryl Streep",6.7
1103,Rebel Without a Cause (1955),Drama,Angelina Jolie,8.0
1104,"Streetcar Named Desire, A (1951)",Drama,"Angelina Jolie, Denzel Washington",6.5
1105,Children of the Corn IV: The Gathering (1996),Horror,"Scarlett Johansson, Steven Spielberg",9.8
1106,"Leopard Son, The (1996)",Documentary,"Angelina Jolie, Tom Hanks",9.6
1107,Loser (1991),Comedy,"Leonardo DiCaprio, Steven Spielberg, Robert De Niro",6.3
1109,Charm's Incidents (Charms Zwischenfälle) (1996),Drama,"Tom Cruise, Audrey Hepburn, Martin Scorsese",4.1
1110,Bird of Prey (1996),Action,"Steven Spielberg, Leonardo DiCaprio, Morgan Freeman",3.6
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,Leonardo DiCaprio,9.2
1112,Palookaville (1996),Action|Comedy|Drama,"Denzel Washington, Scarlett Johansson",9.2
1113,"Associate, The (1996)",Comedy,Angelina Jolie,8.6
1114,"Funeral, The (1996)",Crime|Drama,"Tom Hanks, Robert De Niro, Martin Scorsese",5.6
1115,Sleepover (1995),Drama,"Emma Watson, Tom Hanks, Audrey Hepburn",5.6
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,Jack Nicholson,3.0
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,"Christopher Nolan, Brad Pitt",4.8
1118,North Star (a.k.a. Tashunga) (1995),Action|Adventure|Crime|Drama|Western,Martin Scorsese,9.4
1119,Drunks (1995),Drama,"Leonardo DiCaprio, Brad Pitt",3.5
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,"Morgan Freeman, Clint Eastwood, Tom Cruise",5.8
1121,Glory Daze (1995),Drama,Martin Scorsese,4.5
1122,Plutonium Circus (1995),Documentary,"Jack Nicholson, Robert De Niro, Angelina Jolie",5.7
1123,"Perfect Candidate, A (1996)",Documentary,"Jack Nicholson, Al Pacino, Martin Scorsese",6.2
1124,On Golden Pond (1981),Drama,Jennifer Lawrence,9.0
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,"Jack Nicholson, Martin Scorsese, Audrey Hepburn",4.5
1126,Drop Dead Fred (1991),Comedy|Fantasy,"Martin Scorsese, Brad Pitt",6.1
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,Scarlett Johansson,4.8
1128,"Fog, The (1980)",Horror,Steven Spielberg,3.7
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,Leonardo DiCaprio,3.0
1130,"Howling, The (1980)",Horror|Mystery,"Tom Cruise, Angelina Jolie, Jack Nicholson",9.4
1131,Jean de Florette (1986),Drama|Mystery,"Al Pacino, Meryl Streep",6.3
1132,Manon of the Spring (Manon des sources) (1986),Drama,"Christopher Nolan, Leonardo DiCaprio",7.8
1133,Talking About Sex (1994),Comedy|Drama,Johnny Depp,4.9
1134,Johnny 100 Pesos (Johnny cien pesos) (1993),Action|Drama,"Denzel Washington, Scarlett Johansson",5.7
1135,Private Benjamin (1980),Comedy,Clint Eastwood,4.0
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,Al Pacino,3.6
1137,Hustler White (1996),Romance,"Angelina Jolie, Meryl Streep, Robert De Niro",4.8
1138,Dadetown (1995),Drama,"Jennifer Lawrence, Leonardo DiCaprio, Audrey Hepburn",4.4
1139,Everything Relative (1996),Drama,Leonardo DiCaprio,8.0
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,"Steven Spielberg, Emma Watson",5.0
1141,Last Call (Hoogste tijd) (1995),Drama,Audrey Hepburn,3.4
1142,Get Over It (1996),Drama,"Tom Hanks, Audrey Hepburn",5.7
1143,Three Lives and Only One Death (Trois vies & une seule mort) (1996),Comedy,Steven Spielberg,9.3
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,"Clint Eastwood, Meryl Streep, Jack Nicholson",3.3
1145,Snowriders (1996),Documentary,Leonardo DiCaprio,7.5
1146,Curtis's Charm (1995),Comedy|Drama,"Clint Eastwood, Al Pacino",6.3
1147,When We Were Kings (1996),Documentary,"Angelina Jolie, Leonardo DiCaprio",4.5
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,Tom Hanks,4.1
1149,JLG/JLG (JLG/JLG - autoportrait de décembre) (1994),Documentary|Drama,"Jennifer Lawrence, Denzel Washington, Leonardo DiCaprio",8.9
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,"Martin Scorsese, Robert De Niro",8.4
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,"Al Pacino, Steven Spielberg",4.8
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,"Jack Nicholson, Meryl Streep",4.7
1153,Raw Deal (1948),Film-Noir,"Martin Scorsese, Tom Hanks",7.4
1154,T-Men (1947),Film-Noir,"Audrey Hepburn, Robert De Niro",6.7
1155,"Invitation, The (Zaproszenie) (1986)",Drama,"Brad Pitt, Morgan Freeman, Jennifer Lawrence",8.6
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,"Jack Nicholson, Angelina Jolie",9.0
1157,"Symphonie pastorale, La (1946)",Drama,"Martin Scorsese, Brad Pitt",6.7
1158,Here Comes Cookie (1935),Comedy,"Al Pacino, Leonardo DiCaprio, Jennifer Lawrence",5.3
1159,Love in Bloom (1935),Romance,Jack Nicholson,3.9
1160,Six of a Kind (1934),Comedy,Angelina Jolie,4.8
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,"Angelina Jolie, Martin Scorsese",9.5
1162,"Ruling Class, The (1972)",Comedy|Drama,"Angelina Jolie, Steven Spielberg",8.4
1163,Mina Tannenbaum (1994),Drama,"Clint Eastwood, Angelina Jolie",7.6
1164,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),Drama,"Jack Nicholson, Brad Pitt",7.2
1165,"Bloody Child, The (1996)",Drama|Thriller,"Jack Nicholson, Meryl Streep, Morgan Freeman",7.1
1166,Farmer & Chase (1997),Comedy,"Meryl Streep, Scarlett Johansson, Brad Pitt",3.9
1167,Dear God (1996),Comedy,"Steven Spielberg, Emma Watson",7.4
1168,Bad Moon (1996),Action|Adventure|Horror,Jennifer Lawrence,6.0
1169,American Dream (1990),Documentary,"Brad Pitt, Jennifer Lawrence, Steven Spielberg",9.5
1170,Best of the Best 3: No Turning Back (1995),Action,"Johnny Depp, Brad Pitt",6.2
1171,Bob Roberts (1992),Comedy,"Johnny Depp, Christopher Nolan",3.7
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,"Al Pacino, Leonardo DiCaprio",3.3
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,Emma Watson,9.2
1174,Dead Tired (Grosse Fatigue) (1994),Comedy,"Brad Pitt, Tom Cruise",3.3
1175,Delicatessen (1991),Comedy|Drama|Romance,"Denzel Washington, Brad Pitt, Jennifer Lawrence",4.5
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,"Al Pacino, Tom Hanks",6.0
1177,Enchanted April (1992),Drama|Romance,Jack Nicholson,3.5
1178,Paths of Glory (1957),Drama|War,"Al Pacino, Jennifer Lawrence",5.9
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,"Morgan Freeman, Steven Spielberg, Johnny Depp",9.0
1180,Hear My Song (1991),Comedy,Brad Pitt,3.9
1181,"Shooter, The (1997)",Western,Al Pacino,4.5
1183,"English Patient, The (1996)",Drama|Romance|War,"Angelina Jolie, Brad Pitt, Christopher Nolan",6.6
1184,Mediterraneo (1991),Comedy|Drama,Martin Scorsese,5.9
1185,My Left Foot (1989),Drama,Christopher Nolan,7.7
1186,"Sex, Lies, and Videotape (1989)",Drama,"Christopher Nolan, Al Pacino",8.5
1187,Passion Fish (1992),Drama,"Angelina Jolie, Tom Hanks, Emma Watson",7.2
1188,Strictly Ballroom (1992),Comedy|Romance,"Christopher Nolan, Jack Nicholson, Martin Scorsese",8.6
1189,"Thin Blue Line, The (1988)",Documentary,"Brad Pitt, Leonardo DiCaprio, Meryl Streep",4.2
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,"Al Pacino, Brad Pitt, Tom Hanks",5.3
1191,Madonna: Truth or Dare (1991),Documentary|Musical,Brad Pitt,7.0
1192,Paris Is Burning (1990),Documentary,"Christopher Nolan, Scarlett Johansson",8.7
1193,One Flew Over the Cuckoo's Nest (1975),Drama,Jennifer Lawrence,4.4
1194,Cheech and Chong's Up in Smoke (1978),Comedy,Tom Cruise,4.1
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,"Clint Eastwood, Morgan Freeman, Denzel Washington",9.0
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,"Meryl Streep, Tom Hanks",3.5
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,"Denzel Washington, Emma Watson, Jack Nicholson",7.3
1199,Brazil (1985),Fantasy|Sci-Fi,Audrey Hepburn,3.2
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,"Christopher Nolan, Johnny Depp, Robert De Niro",8.5
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,"Scarlett Johansson, Morgan Freeman, Tom Cruise",6.0
1202,Withnail & I (1987),Comedy,"Meryl Streep, Clint Eastwood",3.7
1203,12 Angry Men (1957),Drama,"Robert De Niro, Al Pacino, Scarlett Johansson",9.6
1204,Lawrence of Arabia (1962),Adventure|Drama|War,"Robert De Niro, Johnny Depp, Audrey Hepburn",6.2
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,"Robert De Niro, Clint Eastwood",7.9
1207,To Kill a Mockingbird (1962),Drama,"Robert De Niro, Tom Cruise, Angelina Jolie",8.0
1208,Apocalypse Now (1979),Action|Drama|War,Morgan Freeman,6.1
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,Jennifer Lawrence,8.4
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,Al Pacino,9.1
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,Steven Spielberg,7.6
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,"Jack Nicholson, Al Pacino",3.7
1213,Goodfellas (1990),Crime|Drama,Al Pacino,8.8
1214,Alien (1979),Horror|Sci-Fi,"Scarlett Johansson, Robert De Niro, Johnny Depp",4.4
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,Audrey Hepburn,3.6
